,PassengerId,Name,Title,Sex,Age,AgeCategory,FamilyMembers,Pclass,Ticket,Fare,Embarked,C,Q,S,Survived
207,208,"Albimona, Mr. Nassef Cassem",Mr,1,26.0,Youngadult,0,3,2699,18.7875,C,1.0,0.0,0.0,1
208,209,"Carr, Miss. Helen ""Ellen""",Miss,0,16.0,Teenager,0,3,367231,7.75,Q,0.0,1.0,0.0,1
209,210,"Blank, Mr. Henry",Mr,1,40.0,Adult,0,1,112277,31.0,C,1.0,0.0,0.0,1
210,211,"Ali, Mr. Ahmed",Mr,1,24.0,Teenager,0,3,SOTON/O.Q. 3101311,7.05,S,0.0,0.0,1.0,0
211,212,"Cameron, Miss. Clear Annie",Miss,0,35.0,Youngadult,0,2,F.C.C. 13528,21.0,S,0.0,0.0,1.0,1
212,213,"Perkin, Mr. John Henry",Mr,1,22.0,Teenager,0,3,A/5 21174,7.25,S,0.0,0.0,1.0,0
213,214,"Givard, Mr. Hans Kristensen",Mr,1,30.0,Youngadult,0,2,250646,13.0,S,0.0,0.0,1.0,0
214,215,"Kiernan, Mr. Philip",Mr,1,28.0,Youngadult,1,3,367229,7.75,Q,0.0,1.0,0.0,0
215,216,"Newell, Miss. Madeleine",Miss,0,31.0,Youngadult,1,1,35273,113.275,C,1.0,0.0,0.0,1
216,217,"Honkanen, Miss. Eliina",Miss,0,27.0,Youngadult,0,3,STON/O2. 3101283,7.925,S,0.0,0.0,1.0,1
217,218,"Jacobsohn, Mr. Sidney Samuel",Mr,1,42.0,Adult,1,2,243847,27.0,S,0.0,0.0,1.0,0
218,219,"Bazzani, Miss. Albina",Miss,0,32.0,Youngadult,0,1,11813,76.2917,C,1.0,0.0,0.0,1
219,220,"Harris, Mr. Walter",Mr,1,30.0,Youngadult,0,2,W/C 14208,10.5,S,0.0,0.0,1.0,0
220,221,"Sunderland, Mr. Victor Francis",Mr,1,16.0,Teenager,0,3,SOTON/OQ 392089,8.05,S,0.0,0.0,1.0,1
221,222,"Bracken, Mr. James H",Mr,1,27.0,Youngadult,0,2,220367,13.0,S,0.0,0.0,1.0,0
222,223,"Green, Mr. George Henry",Mr,1,51.0,Adult,0,3,21440,8.05,S,0.0,0.0,1.0,0
223,224,"Nenkoff, Mr. Christo",Mr,1,28.0,Youngadult,0,3,349234,7.8958,S,0.0,0.0,1.0,0
224,225,"Hoyt, Mr. Frederick Maxfield",Mr,1,38.0,Adult,1,1,19943,90.0,S,0.0,0.0,1.0,1
225,226,"Berglund, Mr. Karl Ivar Sven",Mr,1,22.0,Teenager,0,3,PP 4348,9.35,S,0.0,0.0,1.0,0
226,227,"Mellors, Mr. William John",Mr,1,19.0,Teenager,0,2,SW/PP 751,10.5,S,0.0,0.0,1.0,1
227,228,"Lovell, Mr. John Hall (""Henry"")",Mr,1,20.5,Teenager,0,3,A/5 21173,7.25,S,0.0,0.0,1.0,0
228,229,"Fahlstrom, Mr. Arne Jonas",Mr,1,18.0,Teenager,0,2,236171,13.0,S,0.0,0.0,1.0,0
229,230,"Lefebre, Miss. Mathilde",Miss,0,28.0,Youngadult,4,3,4133,25.4667,S,0.0,0.0,1.0,0
230,231,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",Mrs,0,35.0,Youngadult,1,1,36973,83.475,S,0.0,0.0,1.0,1
231,232,"Larsson, Mr. Bengt Edvin",Mr,1,29.0,Youngadult,0,3,347067,7.775,S,0.0,0.0,1.0,0
232,233,"Sjostedt, Mr. Ernst Adolf",Mr,1,59.0,Adult,0,2,237442,13.5,S,0.0,0.0,1.0,0
233,234,"Asplund, Miss. Lillian Gertrud",Miss,0,5.0,Child,6,3,347077,31.3875,S,0.0,0.0,1.0,1
234,235,"Leyson, Mr. Robert William Norman",Mr,1,24.0,Teenager,0,2,C.A. 29566,10.5,S,0.0,0.0,1.0,0
235,236,"Harknett, Miss. Alice Phoebe",Miss,0,28.0,Youngadult,0,3,W./C. 6609,7.55,S,0.0,0.0,1.0,0
236,237,"Hold, Mr. Stephen",Mr,1,44.0,Adult,1,2,26707,26.0,S,0.0,0.0,1.0,0
237,238,"Collyer, Miss. Marjorie ""Lottie""",Miss,0,8.0,Child,2,2,C.A. 31921,26.25,S,0.0,0.0,1.0,1
238,239,"Pengelly, Mr. Frederick William",Mr,1,19.0,Teenager,0,2,28665,10.5,S,0.0,0.0,1.0,0
239,240,"Hunt, Mr. George Henry",Mr,1,33.0,Youngadult,0,2,SCO/W 1585,12.275,S,0.0,0.0,1.0,0
240,241,"Zabour, Miss. Thamine",Miss,0,28.0,Youngadult,1,3,2665,14.4542,C,1.0,0.0,0.0,0
241,242,"Murphy, Miss. Katherine ""Kate""",Miss,0,28.0,Youngadult,1,3,367230,15.5,Q,0.0,1.0,0.0,1
242,243,"Coleridge, Mr. Reginald Charles",Mr,1,29.0,Youngadult,0,2,W./C. 14263,10.5,S,0.0,0.0,1.0,0
243,244,"Maenpaa, Mr. Matti Alexanteri",Mr,1,22.0,Teenager,0,3,STON/O 2. 3101275,7.125,S,0.0,0.0,1.0,0
244,245,"Attalah, Mr. Sleiman",Mr,1,30.0,Youngadult,0,3,2694,7.225,C,1.0,0.0,0.0,0
245,246,"Minahan, Dr. William Edward",Officer,1,44.0,Adult,2,1,19928,90.0,Q,0.0,1.0,0.0,0
246,247,"Lindahl, Miss. Agda Thorilda Viktoria",Miss,0,25.0,Teenager,0,3,347071,7.775,S,0.0,0.0,1.0,0
247,248,"Hamalainen, Mrs. William (Anna)",Mrs,0,24.0,Teenager,2,2,250649,14.5,S,0.0,0.0,1.0,1
248,249,"Beckwith, Mr. Richard Leonard",Mr,1,37.0,Adult,2,1,11751,52.5542,S,0.0,0.0,1.0,1
249,250,"Carter, Rev. Ernest Courtenay",Officer,1,54.0,Adult,1,2,244252,26.0,S,0.0,0.0,1.0,0
250,251,"Reed, Mr. James George",Mr,1,28.0,Youngadult,0,3,362316,7.25,S,0.0,0.0,1.0,0
251,252,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Mrs,0,29.0,Youngadult,2,3,347054,10.4625,S,0.0,0.0,1.0,0
252,253,"Stead, Mr. William Thomas",Mr,1,62.0,Elderly,0,1,113514,26.55,S,0.0,0.0,1.0,0
253,254,"Lobb, Mr. William Arthur",Mr,1,30.0,Youngadult,1,3,A/5. 3336,16.1,S,0.0,0.0,1.0,0
254,255,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Mrs,0,41.0,Adult,2,3,370129,20.2125,S,0.0,0.0,1.0,0
255,256,"Touma, Mrs. Darwis (Hanne Youssef Razi)",Mrs,0,29.0,Youngadult,2,3,2650,15.2458,C,1.0,0.0,0.0,1
256,257,"Thorne, Mrs. Gertrude Maybelle",Mrs,0,28.0,Youngadult,0,1,PC 17585,79.2,C,1.0,0.0,0.0,1
257,258,"Cherry, Miss. Gladys",Miss,0,30.0,Youngadult,0,1,110152,86.5,S,0.0,0.0,1.0,1
259,260,"Parrish, Mrs. (Lutie Davis)",Mrs,0,50.0,Adult,1,2,230433,26.0,S,0.0,0.0,1.0,1
260,261,"Smith, Mr. Thomas",Mr,1,28.0,Youngadult,0,3,384461,7.75,Q,0.0,1.0,0.0,0
261,262,"Asplund, Master. Edvin Rojj Felix",Master,1,3.0,Child,6,3,347077,31.3875,S,0.0,0.0,1.0,1
262,263,"Taussig, Mr. Emil",Mr,1,52.0,Adult,2,1,110413,79.65,S,0.0,0.0,1.0,0
263,264,"Harrison, Mr. William",Mr,1,40.0,Adult,0,1,112059,0.0,S,0.0,0.0,1.0,0
264,265,"Henry, Miss. Delia",Miss,0,28.0,Youngadult,0,3,382649,7.75,Q,0.0,1.0,0.0,0
265,266,"Reeves, Mr. David",Mr,1,36.0,Adult,0,2,C.A. 17248,10.5,S,0.0,0.0,1.0,0
266,267,"Panula, Mr. Ernesti Arvid",Mr,1,16.0,Teenager,5,3,3101295,39.6875,S,0.0,0.0,1.0,0
267,268,"Persson, Mr. Ernst Ulrik",Mr,1,25.0,Teenager,1,3,347083,7.775,S,0.0,0.0,1.0,1
268,269,"Graham, Mrs. William Thompson (Edith Junkins)",Mrs,0,58.0,Adult,1,1,PC 17582,153.4625,S,0.0,0.0,1.0,1
269,270,"Bissette, Miss. Amelia",Miss,0,35.0,Youngadult,0,1,PC 17760,135.6333,S,0.0,0.0,1.0,1
270,271,"Cairns, Mr. Alexander",Mr,1,28.0,Youngadult,0,1,113798,31.0,S,0.0,0.0,1.0,0
271,272,"Tornquist, Mr. William Henry",Mr,1,25.0,Teenager,0,3,LINE,0.0,S,0.0,0.0,1.0,1
272,273,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Mrs,0,41.0,Adult,1,2,250644,19.5,S,0.0,0.0,1.0,1
273,274,"Natsch, Mr. Charles H",Mr,1,37.0,Adult,1,1,PC 17596,29.7,C,1.0,0.0,0.0,0
274,275,"Healy, Miss. Hanora ""Nora""",Miss,0,28.0,Youngadult,0,3,370375,7.75,Q,0.0,1.0,0.0,1
275,276,"Andrews, Miss. Kornelia Theodosia",Miss,0,63.0,Elderly,1,1,13502,77.9583,S,0.0,0.0,1.0,1
276,277,"Lindblom, Miss. Augusta Charlotta",Miss,0,45.0,Adult,0,3,347073,7.75,S,0.0,0.0,1.0,0
277,278,"Parkes, Mr. Francis ""Frank""",Mr,1,28.0,Youngadult,0,2,239853,0.0,S,0.0,0.0,1.0,0
278,279,"Rice, Master. Eric",Master,1,7.0,Child,5,3,382652,29.125,Q,0.0,1.0,0.0,0
279,280,"Abbott, Mrs. Stanton (Rosa Hunt)",Mrs,0,35.0,Youngadult,2,3,C.A. 2673,20.25,S,0.0,0.0,1.0,1
280,281,"Duane, Mr. Frank",Mr,1,65.0,Elderly,0,3,336439,7.75,Q,0.0,1.0,0.0,0
281,282,"Olsson, Mr. Nils Johan Goransson",Mr,1,28.0,Youngadult,0,3,347464,7.8542,S,0.0,0.0,1.0,0
282,283,"de Pelsmaeker, Mr. Alfons",Mr,1,16.0,Teenager,0,3,345778,9.5,S,0.0,0.0,1.0,0
283,284,"Dorking, Mr. Edward Arthur",Mr,1,19.0,Teenager,0,3,A/5. 10482,8.05,S,0.0,0.0,1.0,1
284,285,"Smith, Mr. Richard William",Mr,1,28.0,Youngadult,0,1,113056,26.0,S,0.0,0.0,1.0,0
285,286,"Stankovic, Mr. Ivan",Mr,1,33.0,Youngadult,0,3,349239,8.6625,C,1.0,0.0,0.0,0
286,287,"de Mulder, Mr. Theodore",Mr,1,30.0,Youngadult,0,3,345774,9.5,S,0.0,0.0,1.0,1
287,288,"Naidenoff, Mr. Penko",Mr,1,22.0,Teenager,0,3,349206,7.8958,S,0.0,0.0,1.0,0
288,289,"Hosono, Mr. Masabumi",Mr,1,42.0,Adult,0,2,237798,13.0,S,0.0,0.0,1.0,1
289,290,"Connolly, Miss. Kate",Miss,0,22.0,Teenager,0,3,370373,7.75,Q,0.0,1.0,0.0,1
290,291,"Barber, Miss. Ellen ""Nellie""",Miss,0,26.0,Youngadult,0,1,19877,78.85,S,0.0,0.0,1.0,1
291,292,"Bishop, Mrs. Dickinson H (Helen Walton)",Mrs,0,19.0,Teenager,1,1,11967,91.0792,C,1.0,0.0,0.0,1
292,293,"Levy, Mr. Rene Jacques",Mr,1,36.0,Adult,0,2,SC/Paris 2163,12.875,C,1.0,0.0,0.0,0
293,294,"Haas, Miss. Aloisia",Miss,0,24.0,Teenager,0,3,349236,8.85,S,0.0,0.0,1.0,0
294,295,"Mineff, Mr. Ivan",Mr,1,24.0,Teenager,0,3,349233,7.8958,S,0.0,0.0,1.0,0
295,296,"Lewy, Mr. Ervin G",Mr,1,28.0,Youngadult,0,1,PC 17612,27.7208,C,1.0,0.0,0.0,0
296,297,"Hanna, Mr. Mansour",Mr,1,23.5,Teenager,0,3,2693,7.2292,C,1.0,0.0,0.0,0
297,298,"Allison, Miss. Helen Loraine",Miss,0,2.0,Child,3,1,113781,151.55,S,0.0,0.0,1.0,0
298,299,"Saalfeld, Mr. Adolphe",Mr,1,28.0,Youngadult,0,1,19988,30.5,S,0.0,0.0,1.0,1
299,300,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Mrs,0,50.0,Adult,1,1,PC 17558,247.5208,C,1.0,0.0,0.0,1
300,301,"Kelly, Miss. Anna Katherine ""Annie Kate""",Miss,0,28.0,Youngadult,0,3,9234,7.75,Q,0.0,1.0,0.0,1
301,302,"McCoy, Mr. Bernard",Mr,1,28.0,Youngadult,2,3,367226,23.25,Q,0.0,1.0,0.0,1
302,303,"Johnson, Mr. William Cahoone Jr",Mr,1,19.0,Teenager,0,3,LINE,0.0,S,0.0,0.0,1.0,0
303,304,"Keane, Miss. Nora A",Miss,0,28.0,Youngadult,0,2,226593,12.35,Q,0.0,1.0,0.0,1
304,305,"Williams, Mr. Howard Hugh ""Harry""",Mr,1,28.0,Youngadult,0,3,A/5 2466,8.05,S,0.0,0.0,1.0,0
305,306,"Allison, Master. Hudson Trevor",Master,1,0.92,Child,3,1,113781,151.55,S,0.0,0.0,1.0,1
306,307,"Fleming, Miss. Margaret",Miss,0,28.0,Youngadult,0,1,17421,110.8833,C,1.0,0.0,0.0,1
307,308,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Mrs,0,17.0,Teenager,1,1,PC 17758,108.9,C,1.0,0.0,0.0,1
308,309,"Abelson, Mr. Samuel",Mr,1,30.0,Youngadult,1,2,P/PP 3381,24.0,C,1.0,0.0,0.0,0
309,310,"Francatelli, Miss. Laura Mabel",Miss,0,30.0,Youngadult,0,1,PC 17485,56.9292,C,1.0,0.0,0.0,1
310,311,"Hays, Miss. Margaret Bechstein",Miss,0,24.0,Teenager,0,1,11767,83.1583,C,1.0,0.0,0.0,1
311,312,"Ryerson, Miss. Emily Borie",Miss,0,18.0,Teenager,4,1,PC 17608,262.375,C,1.0,0.0,0.0,1
312,313,"Lahtinen, Mrs. William (Anna Sylfven)",Mrs,0,26.0,Youngadult,2,2,250651,26.0,S,0.0,0.0,1.0,0
313,314,"Hendekovic, Mr. Ignjac",Mr,1,28.0,Youngadult,0,3,349243,7.8958,S,0.0,0.0,1.0,0
314,315,"Hart, Mr. Benjamin",Mr,1,43.0,Adult,2,2,F.C.C. 13529,26.25,S,0.0,0.0,1.0,0
315,316,"Nilsson, Miss. Helmina Josefina",Miss,0,26.0,Youngadult,0,3,347470,7.8542,S,0.0,0.0,1.0,1
316,317,"Kantor, Mrs. Sinai (Miriam Sternin)",Mrs,0,24.0,Teenager,1,2,244367,26.0,S,0.0,0.0,1.0,1
317,318,"Moraweck, Dr. Ernest",Officer,1,54.0,Adult,0,2,29011,14.0,S,0.0,0.0,1.0,0
318,319,"Wick, Miss. Mary Natalie",Miss,0,31.0,Youngadult,2,1,36928,164.8667,S,0.0,0.0,1.0,1
319,320,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Mrs,0,40.0,Adult,2,1,16966,134.5,C,1.0,0.0,0.0,1
320,321,"Dennis, Mr. Samuel",Mr,1,22.0,Teenager,0,3,A/5 21172,7.25,S,0.0,0.0,1.0,0
321,322,"Danoff, Mr. Yoto",Mr,1,27.0,Youngadult,0,3,349219,7.8958,S,0.0,0.0,1.0,0
322,323,"Slayter, Miss. Hilda Mary",Miss,0,30.0,Youngadult,0,2,234818,12.35,Q,0.0,1.0,0.0,1
323,324,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Mrs,0,22.0,Teenager,2,2,248738,29.0,S,0.0,0.0,1.0,1
324,325,"Sage, Mr. George John Jr",Mr,1,28.0,Youngadult,10,3,CA. 2343,69.55,S,0.0,0.0,1.0,0
325,326,"Young, Miss. Marie Grice",Miss,0,36.0,Adult,0,1,PC 17760,135.6333,C,1.0,0.0,0.0,1
326,327,"Nysveen, Mr. Johan Hansen",Mr,1,61.0,Elderly,0,3,345364,6.2375,S,0.0,0.0,1.0,0
327,328,"Ball, Mrs. (Ada E Hall)",Mrs,0,36.0,Adult,0,2,28551,13.0,S,0.0,0.0,1.0,1
328,329,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Mrs,0,31.0,Youngadult,2,3,363291,20.525,S,0.0,0.0,1.0,1
329,330,"Hippach, Miss. Jean Gertrude",Miss,0,16.0,Teenager,1,1,111361,57.9792,C,1.0,0.0,0.0,1
330,331,"McCoy, Miss. Agnes",Miss,0,28.0,Youngadult,2,3,367226,23.25,Q,0.0,1.0,0.0,1
331,332,"Partner, Mr. Austen",Mr,1,45.5,Adult,0,1,113043,28.5,S,0.0,0.0,1.0,0
332,333,"Graham, Mr. George Edward",Mr,1,38.0,Adult,1,1,PC 17582,153.4625,S,0.0,0.0,1.0,0
333,334,"Vander Planke, Mr. Leo Edmondus",Mr,1,16.0,Teenager,2,3,345764,18.0,S,0.0,0.0,1.0,0
334,335,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Mrs,0,28.0,Youngadult,1,1,PC 17611,133.65,S,0.0,0.0,1.0,1
335,336,"Denkoff, Mr. Mitto",Mr,1,28.0,Youngadult,0,3,349225,7.8958,S,0.0,0.0,1.0,0
336,337,"Pears, Mr. Thomas Clinton",Mr,1,29.0,Youngadult,1,1,113776,66.6,S,0.0,0.0,1.0,0
337,338,"Burns, Miss. Elizabeth Margaret",Miss,0,41.0,Adult,0,1,16966,134.5,C,1.0,0.0,0.0,1
338,339,"Dahl, Mr. Karl Edwart",Mr,1,45.0,Adult,0,3,7598,8.05,S,0.0,0.0,1.0,1
339,340,"Blackwell, Mr. Stephen Weart",Mr,1,45.0,Adult,0,1,113784,35.5,S,0.0,0.0,1.0,0
340,341,"Navratil, Master. Edmond Roger",Master,1,2.0,Child,2,2,230080,26.0,S,0.0,0.0,1.0,1
341,342,"Fortune, Miss. Alice Elizabeth",Miss,0,24.0,Teenager,5,1,19950,263.0,S,0.0,0.0,1.0,1
342,343,"Collander, Mr. Erik Gustaf",Mr,1,28.0,Youngadult,0,2,248740,13.0,S,0.0,0.0,1.0,0
343,344,"Sedgwick, Mr. Charles Frederick Waddington",Mr,1,25.0,Teenager,0,2,244361,13.0,S,0.0,0.0,1.0,0
344,345,"Fox, Mr. Stanley Hubert",Mr,1,36.0,Adult,0,2,229236,13.0,S,0.0,0.0,1.0,0
345,346,"Brown, Miss. Amelia ""Mildred""",Miss,0,24.0,Teenager,0,2,248733,13.0,S,0.0,0.0,1.0,1
346,347,"Smith, Miss. Marion Elsie",Miss,0,40.0,Adult,0,2,31418,13.0,S,0.0,0.0,1.0,1
347,348,"Davison, Mrs. Thomas Henry (Mary E Finck)",Mrs,0,28.0,Youngadult,1,3,386525,16.1,S,0.0,0.0,1.0,1
348,349,"Coutts, Master. William Loch ""William""",Master,1,3.0,Child,2,3,C.A. 37671,15.9,S,0.0,0.0,1.0,1
349,350,"Dimic, Mr. Jovan",Mr,1,42.0,Adult,0,3,315088,8.6625,S,0.0,0.0,1.0,0
350,351,"Odahl, Mr. Nils Martin",Mr,1,23.0,Teenager,0,3,7267,9.225,S,0.0,0.0,1.0,0
351,352,"Williams-Lambert, Mr. Fletcher Fellows",Mr,1,28.0,Youngadult,0,1,113510,35.0,S,0.0,0.0,1.0,0
352,353,"Elias, Mr. Tannous",Mr,1,15.0,Teenager,2,3,2695,7.2292,C,1.0,0.0,0.0,0
353,354,"Arnold-Franchi, Mr. Josef",Mr,1,25.0,Teenager,1,3,349237,17.8,S,0.0,0.0,1.0,0
354,355,"Yousif, Mr. Wazli",Mr,1,28.0,Youngadult,0,3,2647,7.225,C,1.0,0.0,0.0,0
355,356,"Vanden Steen, Mr. Leo Peter",Mr,1,28.0,Youngadult,0,3,345783,9.5,S,0.0,0.0,1.0,0
356,357,"Bowerman, Miss. Elsie Edith",Miss,0,22.0,Teenager,1,1,113505,55.0,S,0.0,0.0,1.0,1
357,358,"Funk, Miss. Annie Clemmer",Miss,0,38.0,Adult,0,2,237671,13.0,S,0.0,0.0,1.0,0
358,359,"McGovern, Miss. Mary",Miss,0,28.0,Youngadult,0,3,330931,7.8792,Q,0.0,1.0,0.0,1
359,360,"Mockler, Miss. Helen Mary ""Ellie""",Miss,0,28.0,Youngadult,0,3,330980,7.8792,Q,0.0,1.0,0.0,1
360,361,"Skoog, Mr. Wilhelm",Mr,1,40.0,Adult,5,3,347088,27.9,S,0.0,0.0,1.0,0
361,362,"del Carlo, Mr. Sebastiano",Mr,1,29.0,Youngadult,1,2,SC/PARIS 2167,27.7208,C,1.0,0.0,0.0,0
362,363,"Barbara, Mrs. (Catherine David)",Mrs,0,45.0,Adult,1,3,2691,14.4542,C,1.0,0.0,0.0,0
363,364,"Asim, Mr. Adola",Mr,1,35.0,Youngadult,0,3,SOTON/O.Q. 3101310,7.05,S,0.0,0.0,1.0,0
364,365,"O'Brien, Mr. Thomas",Mr,1,28.0,Youngadult,1,3,370365,15.5,Q,0.0,1.0,0.0,0
365,366,"Adahl, Mr. Mauritz Nils Martin",Mr,1,30.0,Youngadult,0,3,C 7076,7.25,S,0.0,0.0,1.0,0
366,367,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Mrs,0,60.0,Adult,1,1,110813,75.25,C,1.0,0.0,0.0,1
367,368,"Moussa, Mrs. (Mantoura Boulos)",Mrs,0,28.0,Youngadult,0,3,2626,7.2292,C,1.0,0.0,0.0,1
368,369,"Jermyn, Miss. Annie",Miss,0,28.0,Youngadult,0,3,14313,7.75,Q,0.0,1.0,0.0,1
369,370,"Aubart, Mme. Leontine Pauline",Mrs,0,24.0,Teenager,0,1,PC 17477,69.3,C,1.0,0.0,0.0,1
370,371,"Harder, Mr. George Achilles",Mr,1,25.0,Teenager,1,1,11765,55.4417,C,1.0,0.0,0.0,1
371,372,"Wiklund, Mr. Jakob Alfred",Mr,1,18.0,Teenager,1,3,3101267,6.4958,S,0.0,0.0,1.0,0
372,373,"Beavan, Mr. William Thomas",Mr,1,19.0,Teenager,0,3,323951,8.05,S,0.0,0.0,1.0,0
373,374,"Ringhini, Mr. Sante",Mr,1,22.0,Teenager,0,1,PC 17760,135.6333,C,1.0,0.0,0.0,0
374,375,"Palsson, Miss. Stina Viola",Miss,0,3.0,Child,4,3,349909,21.075,S,0.0,0.0,1.0,0
375,376,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Mrs,0,28.0,Youngadult,1,1,PC 17604,82.1708,C,1.0,0.0,0.0,1
376,377,"Landergren, Miss. Aurora Adelia",Miss,0,22.0,Teenager,0,3,C 7077,7.25,S,0.0,0.0,1.0,1
377,378,"Widener, Mr. Harry Elkins",Mr,1,27.0,Youngadult,2,1,113503,211.5,C,1.0,0.0,0.0,0
378,379,"Betros, Mr. Tannous",Mr,1,20.0,Teenager,0,3,2648,4.0125,C,1.0,0.0,0.0,0
379,380,"Gustafsson, Mr. Karl Gideon",Mr,1,19.0,Teenager,0,3,347069,7.775,S,0.0,0.0,1.0,0
380,381,"Bidois, Miss. Rosalie",Miss,0,42.0,Adult,0,1,PC 17757,227.525,C,1.0,0.0,0.0,1
381,382,"Nakid, Miss. Maria (""Mary"")",Miss,0,1.0,Child,2,3,2653,15.7417,C,1.0,0.0,0.0,1
382,383,"Tikkanen, Mr. Juho",Mr,1,32.0,Youngadult,0,3,STON/O 2. 3101293,7.925,S,0.0,0.0,1.0,0
383,384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Mrs,0,35.0,Youngadult,1,1,113789,52.0,S,0.0,0.0,1.0,1
384,385,"Plotcharsky, Mr. Vasil",Mr,1,28.0,Youngadult,0,3,349227,7.8958,S,0.0,0.0,1.0,0
385,386,"Davies, Mr. Charles Henry",Mr,1,18.0,Teenager,0,2,S.O.C. 14879,73.5,S,0.0,0.0,1.0,0
386,387,"Goodwin, Master. Sidney Leonard",Master,1,1.0,Child,7,3,CA 2144,46.9,S,0.0,0.0,1.0,0
387,388,"Buss, Miss. Kate",Miss,0,36.0,Adult,0,2,27849,13.0,S,0.0,0.0,1.0,1
388,389,"Sadlier, Mr. Matthew",Mr,1,28.0,Youngadult,0,3,367655,7.7292,Q,0.0,1.0,0.0,0
389,390,"Lehmann, Miss. Bertha",Miss,0,17.0,Teenager,0,2,SC 1748,12.0,C,1.0,0.0,0.0,1
390,391,"Carter, Mr. William Ernest",Mr,1,36.0,Adult,3,1,113760,120.0,S,0.0,0.0,1.0,1
391,392,"Jansson, Mr. Carl Olof",Mr,1,21.0,Teenager,0,3,350034,7.7958,S,0.0,0.0,1.0,1
392,393,"Gustafsson, Mr. Johan Birger",Mr,1,28.0,Youngadult,2,3,3101277,7.925,S,0.0,0.0,1.0,0
393,394,"Newell, Miss. Marjorie",Miss,0,23.0,Teenager,1,1,35273,113.275,C,1.0,0.0,0.0,1
394,395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Mrs,0,24.0,Teenager,2,3,PP 9549,16.7,S,0.0,0.0,1.0,1
395,396,"Johansson, Mr. Erik",Mr,1,22.0,Teenager,0,3,350052,7.7958,S,0.0,0.0,1.0,0
396,397,"Olsson, Miss. Elina",Miss,0,31.0,Youngadult,0,3,350407,7.8542,S,0.0,0.0,1.0,0
397,398,"McKane, Mr. Peter David",Mr,1,46.0,Adult,0,2,28403,26.0,S,0.0,0.0,1.0,0
398,399,"Pain, Dr. Alfred",Officer,1,23.0,Teenager,0,2,244278,10.5,S,0.0,0.0,1.0,0
399,400,"Trout, Mrs. William H (Jessie L)",Mrs,0,28.0,Youngadult,0,2,240929,12.65,S,0.0,0.0,1.0,1
400,401,"Niskanen, Mr. Juha",Mr,1,39.0,Adult,0,3,STON/O 2. 3101289,7.925,S,0.0,0.0,1.0,1
401,402,"Adams, Mr. John",Mr,1,26.0,Youngadult,0,3,341826,8.05,S,0.0,0.0,1.0,0
402,403,"Jussila, Miss. Mari Aina",Miss,0,21.0,Teenager,1,3,4137,9.825,S,0.0,0.0,1.0,0
403,404,"Hakkarainen, Mr. Pekka Pietari",Mr,1,28.0,Youngadult,1,3,STON/O2. 3101279,15.85,S,0.0,0.0,1.0,0
404,405,"Oreskovic, Miss. Marija",Miss,0,20.0,Teenager,0,3,315096,8.6625,S,0.0,0.0,1.0,0
405,406,"Gale, Mr. Shadrach",Mr,1,34.0,Youngadult,1,2,28664,21.0,S,0.0,0.0,1.0,0
406,407,"Widegren, Mr. Carl/Charles Peter",Mr,1,51.0,Adult,0,3,347064,7.75,S,0.0,0.0,1.0,0
407,408,"Richards, Master. William Rowe",Master,1,3.0,Child,2,2,29106,18.75,S,0.0,0.0,1.0,1
408,409,"Birkeland, Mr. Hans Martin Monsen",Mr,1,21.0,Teenager,0,3,312992,7.775,S,0.0,0.0,1.0,0
409,410,"Lefebre, Miss. Ida",Miss,0,28.0,Youngadult,4,3,4133,25.4667,S,0.0,0.0,1.0,0
410,411,"Sdycoff, Mr. Todor",Mr,1,28.0,Youngadult,0,3,349222,7.8958,S,0.0,0.0,1.0,0
411,412,"Hart, Mr. Henry",Mr,1,28.0,Youngadult,0,3,394140,6.8583,Q,0.0,1.0,0.0,0
412,413,"Minahan, Miss. Daisy E",Miss,0,33.0,Youngadult,1,1,19928,90.0,Q,0.0,1.0,0.0,1
413,414,"Cunningham, Mr. Alfred Fleming",Mr,1,28.0,Youngadult,0,2,239853,0.0,S,0.0,0.0,1.0,0
414,415,"Sundman, Mr. Johan Julian",Mr,1,44.0,Adult,0,3,STON/O 2. 3101269,7.925,S,0.0,0.0,1.0,1
415,416,"Meek, Mrs. Thomas (Annie Louise Rowley)",Mrs,0,28.0,Youngadult,0,3,343095,8.05,S,0.0,0.0,1.0,0
416,417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Mrs,0,34.0,Youngadult,2,2,28220,32.5,S,0.0,0.0,1.0,1
